Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
2,China,Shandong,2020-02-29,756,6,421,,,419,,,,,
3,China,Shandong,2020-03-31,774,7,753,347,1,332,0.9596541786743515,0.003003003003003003,0.996996996996997,333,
4,China,Shandong,2020-04-30,787,7,772,27,0,19,0.7037037037037037,0.0,1.0,19,0.0030030030030030463
5,China,Shandong,2020-05-31,792,7,780,13,0,8,0.6153846153846154,0.0,1.0,8,0.0
6,China,Shandong,2020-06-30,792,7,785,5,0,5,1.0,0.0,1.0,5,0.0
7,China,Shandong,2020-07-31,799,7,785,7,0,0,0.0,,,0,
8,China,Shandong,2020-08-31,831,7,808,39,0,23,0.5897435897435898,0.0,1.0,23,
9,China,Shandong,2020-09-30,832,7,823,17,0,15,0.8823529411764706,0.0,1.0,15,0.0
10,China,Shandong,2020-10-31,847,7,835,17,0,12,0.7058823529411765,0.0,1.0,12,0.0
11,China,Shandong,2020-11-27,849,7,841,7,0,6,0.8571428571428571,0.0,1.0,6,0.0
1,China,Shanghai,2020-01-31,135,1,9,135,1,9,0.07407407407407407,0.1,0.9,10,
2,China,Shanghai,2020-02-29,337,3,287,327,2,278,0.8562691131498471,0.007142857142857143,0.9928571428571429,280,0.09285714285714286
3,China,Shanghai,2020-03-31,509,5,341,219,2,54,0.2557077625570776,0.03571428571428571,0.9642857142857143,56,-0.02857142857142858
4,China,Shanghai,2020-04-30,652,7,599,306,2,258,0.8496732026143791,0.007692307692307693,0.9923076923076923,260,0.028021978021978033
5,China,Shanghai,2020-05-31,672,7,657,66,0,58,0.8787878787878788,0.0,1.0,58,0.007692307692307665
6,China,Shanghai,2020-06-30,712,7,675,48,0,18,0.375,0.0,1.0,18,0.0
7,China,Shanghai,2020-07-31,748,7,724,66,0,49,0.7424242424242424,0.0,1.0,49,0.0
8,China,Shanghai,2020-08-31,904,7,840,173,0,116,0.6705202312138728,0.0,1.0,116,0.0
9,China,Shanghai,2020-09-30,1006,7,947,159,0,107,0.6729559748427673,0.0,1.0,107,0.0
10,China,Shanghai,2020-10-31,1181,7,1074,227,0,127,0.5594713656387665,0.0,1.0,127,0.0
11,China,Shanghai,2020-11-27,1322,7,1257,241,0,183,0.7593360995850622,0.0,1.0,183,0.0
1,China,Shanxi,2020-01-31,39,,1,39,,1,,,,,
2,China,Shanxi,2020-02-29,133,0,114,,,113,,,,,
3,China,Shanxi,2020-03-31,136,0,133,22,0,19,0.8636363636363636,0.0,1.0,19,
4,China,Shanxi,2020-04-30,197,0,172,64,0,39,0.609375,0.0,1.0,39,0.0
5,China,Shanxi,2020-05-31,198,0,198,26,0,26,1.0,0.0,1.0,26,0.0
6,China,Shanxi,2020-06-30,198,0,198,0,0,0,,,,0,
7,China,Shanxi,2020-07-31,201,0,201,3,0,3,1.0,0.0,1.0,3,
8,China,Shanxi,2020-08-31,203,0,201,2,0,0,0.0,,,0,
9,China,Shanxi,2020-09-30,204,0,203,3,0,2,0.6666666666666666,0.0,1.0,2,
10,China,Shanxi,2020-10-31,212,0,208,9,0,5,0.5555555555555556,0.0,1.0,5,0.0
11,China,Shanxi,2020-11-27,220,0,217,12,0,9,0.75,0.0,1.0,9,0.0
1,China,Sichuan,2020-01-31,177,1,1,177,1,1,0.011299435028248588,0.5,0.5,2,
2,China,Sichuan,2020-02-29,538,3,351,536,2,350,0.6567164179104478,0.005681818181818182,0.9943181818181818,352,0.49431818181818177
3,China,Sichuan,2020-03-31,550,3,536,196,0,185,0.9438775510204082,0.0,1.0,185,0.005681818181818232
4,China,Sichuan,2020-04-30,561,3,558,22,0,22,1.0,0.0,1.0,22,0.0
5,China,Sichuan,2020-05-31,575,3,558,14,0,0,0.0,,,0,
6,China,Sichuan,2020-06-30,595,3,580,34,0,22,0.6470588235294118,0.0,1.0,22,
7,China,Sichuan,2020-07-31,604,3,597,21,0,17,0.8095238095238095,0.0,1.0,17,0.0
8,China,Sichuan,2020-08-31,652,3,624,52,0,27,0.5192307692307693,0.0,1.0,27,0.0
9,China,Sichuan,2020-09-30,693,3,663,66,0,39,0.5909090909090909,0.0,1.0,39,0.0
10,China,Sichuan,2020-10-31,744,3,710,78,0,47,0.6025641025641025,0.0,1.0,47,0.0
11,China,Sichuan,2020-11-27,802,3,759,89,0,49,0.550561797752809,0.0,1.0,49,0.0
1,China,Tianjin,2020-01-31,32,,,32,,,,,,,
2,China,Tianjin,2020-02-29,136,3,109,,,,,,,,
3,China,Tianjin,2020-03-31,174,3,135,62,0,26,0.41935483870967744,0.0,1.0,26,
4,China,Tianjin,2020-04-30,190,3,184,52,0,49,0.9423076923076923,0.0,1.0,49,0.0
5,China,Tianjin,2020-05-31,192,3,188,5,0,4,0.8,0.0,1.0,4,0.0
6,China,Tianjin,2020-06-30,198,3,194,7,0,6,0.8571428571428571,0.0,1.0,6,0.0
7,China,Tianjin,2020-07-31,205,3,195,8,0,1,0.125,0.0,1.0,1,0.0
8,China,Tianjin,2020-08-31,229,3,213,31,0,18,0.5806451612903226,0.0,1.0,18,0.0
9,China,Tianjin,2020-09-30,240,3,233,24,0,20,0.8333333333333334,0.0,1.0,20,0.0
10,China,Tianjin,2020-10-31,270,3,251,34,0,18,0.5294117647058824,0.0,1.0,18,0.0
11,China,Tianjin,2020-11-27,300,3,283,46,0,32,0.6956521739130435,0.0,1.0,32,0.0
1,China,Tibet,2020-01-31,1,,,1,,,,,,,
2,China,Tibet,2020-02-29,1,0,1,,,,,,,,
3,China,Tibet,2020-03-31,1,0,1,0,0,0,,,,0,
4,China,Tibet,2020-04-30,1,0,1,0,0,0,,,,0,
5,China,Tibet,2020-05-31,1,0,1,0,0,0,,,,0,
6,China,Tibet,2020-06-30,1,0,1,0,0,0,,,,0,
7,China,Tibet,2020-07-31,1,0,1,0,0,0,,,,0,
8,China,Tibet,2020-08-31,1,0,1,0,0,0,,,,0,
9,China,Tibet,2020-09-30,1,0,1,0,0,0,,,,0,
10,China,Tibet,2020-10-31,1,0,1,0,0,0,,,,0,
11,China,Tibet,2020-11-27,1,0,1,0,0,0,,,,0,
1,China,Xinjiang,2020-01-31,17,,,17,,,,,,,
2,China,Xinjiang,2020-02-29,76,3,62,,,,,,,,
3,China,Xinjiang,2020-03-31,76,3,73,11,0,11,1.0,0.0,1.0,11,
4,China,Xinjiang,2020-04-30,76,3,73,0,0,0,,,,0,
5,China,Xinjiang,2020-05-31,76,3,73,0,0,0,,,,0,
6,China,Xinjiang,2020-06-30,76,3,73,0,0,0,,,,0,
7,China,Xinjiang,2020-07-31,639,3,89,563,0,16,0.028419182948490232,0.0,1.0,16,
8,China,Xinjiang,2020-08-31,902,3,865,810,0,776,0.9580246913580247,0.0,1.0,776,0.0
9,China,Xinjiang,2020-09-30,902,3,899,34,0,34,1.0,0.0,1.0,34,0.0
10,China,Xinjiang,2020-10-31,956,3,899,54,0,0,0.0,,,0,
11,China,Xinjiang,2020-11-27,980,3,977,78,0,78,1.0,0.0,1.0,78,
1,China,Yunnan,2020-01-31,83,,1,83,,1,,,,,
2,China,Yunnan,2020-02-29,174,2,157,,,156,,,,,
3,China,Yunnan,2020-03-31,182,2,172,23,0,15,0.6521739130434783,0.0,1.0,15,
4,China,Yunnan,2020-04-30,185,2,181,11,0,9,0.8181818181818182,0.0,1.0,9,0.0
5,China,Yunnan,2020-05-31,185,2,183,2,0,2,1.0,0.0,1.0,2,0.0
6,China,Yunnan,2020-06-30,185,2,183,0,0,0,,,,0,
7,China,Yunnan,2020-07-31,191,2,187,6,0,4,0.6666666666666666,0.0,1.0,4,
8,China,Yunnan,2020-08-31,199,2,191,10,0,4,0.4,0.0,1.0,4,0.0
9,China,Yunnan,2020-09-30,209,2,197,16,0,6,0.375,0.0,1.0,6,0.0
10,China,Yunnan,2020-10-31,213,2,208,14,0,11,0.7857142857142857,0.0,1.0,11,0.0
11,China,Yunnan,2020-11-27,218,2,210,8,0,2,0.25,0.0,1.0,2,0.0
1,China,Zhejiang,2020-01-31,538,,14,538,,14,,,,,
2,China,Zhejiang,2020-02-29,1205,1,1016,,,1002,,,,,
3,China,Zhejiang,2020-03-31,1257,1,1226,240,0,210,0.875,0.0,1.0,210,
4,China,Zhejiang,2020-04-30,1268,1,1264,41,0,38,0.926829268292683,0.0,1.0,38,0.0
5,China,Zhejiang,2020-05-31,1268,1,1267,3,0,3,1.0,0.0,1.0,3,0.0
6,China,Zhejiang,2020-06-30,1269,1,1267,1,0,0,0.0,,,0,
7,China,Zhejiang,2020-07-31,1270,1,1268,2,0,1,0.5,0.0,1.0,1,
8,China,Zhejiang,2020-08-31,1278,1,1268,9,0,0,0.0,,,0,
9,China,Zhejiang,2020-09-30,1282,1,1272,13,0,4,0.3076923076923077,0.0,1.0,4,
10,China,Zhejiang,2020-10-31,1286,1,1279,13,0,7,0.5384615384615384,0.0,1.0,7,0.0
11,China,Zhejiang,2020-11-27,1294,1,1283,14,0,4,0.2857142857142857,0.0,1.0,4,0.0
3,Colombia,,2020-03-31,906,16,31,906,16,31,0.05187637969094923,0.3404255319148936,0.6595744680851063,47,
4,Colombia,,2020-04-30,6507,293,1439,6460,277,1408,0.2608359133126935,0.16439169139465876,0.8356083086053413,1685,0.17603384052023496
5,Colombia,,2020-05-31,27219,916,7032,25487,623,5593,0.24388904147212304,0.10022522522522523,0.8997747747747747,6216,0.06416646616943344
6,Colombia,,2020-06-30,95269,3376,40021,87321,2460,32989,0.4059619106515042,0.06939546954780107,0.9306045304521989,35449,0.030829755677424187
7,Colombia,,2020-07-31,295508,10105,154387,252111,6729,114366,0.4803241429370396,0.055567942524464266,0.9444320574755357,121095,0.013827527023336783
8,Colombia,,2020-08-31,615094,19662,459460,450602,9557,305073,0.6982436828953267,0.030375361535772177,0.9696246384642279,314630,0.025192580988692148
9,Colombia,,2020-09-30,829679,25998,743653,350557,6336,284193,0.8287639385321075,0.021808494160651778,0.9781915058393482,290529,0.008566867375120357
10,Colombia,,2020-10-31,1073809,31598,968927,304158,5600,225274,0.7590594362140729,0.024255654599478503,0.9757443454005215,230874,-0.0024471604388267565
11,Colombia,,2020-11-27,1290510,36214,1189499,289985,4616,220572,0.7765505112333396,0.020498427980176565,0.9795015720198235,225188,0.003757226619302001
5,Colombia,Amazonas,2020-05-31,1832,61,147,1832,61,147,0.11353711790393013,0.2932692307692308,0.7067307692307693,208,
6,Colombia,Amazonas,2020-06-30,2276,90,1914,2068,29,1767,0.8684719535783365,0.016146993318485525,0.9838530066815144,1796,0.27712223745074516
7,Colombia,Amazonas,2020-07-31,2510,102,2339,506,12,425,0.8636363636363636,0.02745995423340961,0.9725400457665904,437,-0.011312960914924064
8,Colombia,Amazonas,2020-08-31,2701,111,2559,260,9,220,0.8807692307692307,0.039301310043668124,0.9606986899563319,229,-0.01184135581025847
9,Colombia,Amazonas,2020-09-30,2744,117,2615,74,6,56,0.8378378378378378,0.0967741935483871,0.9032258064516129,62,-0.05747288350471902
10,Colombia,Amazonas,2020-10-31,2908,117,2773,176,0,158,0.8977272727272727,0.0,1.0,158,0.09677419354838712
11,Colombia,Amazonas,2020-11-27,3144,123,3002,254,6,229,0.9251968503937008,0.02553191489361702,0.9744680851063829,235,-0.025531914893617058
5,Colombia,Antioquia,2020-05-31,1059,7,450,1059,7,450,0.43153918791312557,0.015317286652078774,0.9846827133479212,457,
6,Colombia,Antioquia,2020-06-30,4232,27,1606,3775,20,1156,0.311523178807947,0.017006802721088437,0.9829931972789115,1176,-0.0016895160690096889
7,Colombia,Antioquia,2020-07-31,32759,521,10133,31126,494,8527,0.2898220137505622,0.05476111295865203,0.945238887041348,9021,-0.03775431023756359
8,Colombia,Antioquia,2020-08-31,80996,1694,61466,70342,1173,51333,0.7464388274430639,0.022340303965261113,0.9776596960347389,52506,0.03242080899339095
9,Colombia,Antioquia,2020-09-30,115112,2399,106276,51952,705,44810,0.8760971666153372,0.015489399099198067,0.9845106009008019,45515,0.00685090486606299
10,Colombia,Antioquia,2020-10-31,169425,3221,154986,60750,822,48710,0.8153415637860082,0.016595332310425582,0.9834046676895745,49532,-0.0011059332112274278
11,Colombia,Antioquia,2020-11-27,209944,3986,195105,51737,765,40119,0.7902274967624717,0.018711476372174934,0.981288523627825,40884,-0.0021161440617494254
5,Colombia,Arauca,2020-05-31,1,0,1,1,0,1,1.0,0.0,1.0,1,
6,Colombia,Arauca,2020-06-30,76,0,4,75,0,3,0.04,0.0,1.0,3,0.0
7,Colombia,Arauca,2020-07-31,213,3,137,209,3,133,0.6507177033492823,0.022058823529411766,0.9779411764705882,136,-0.022058823529411797
8,Colombia,Arauca,2020-08-31,925,17,673,785,14,536,0.7006369426751592,0.025454545454545455,0.9745454545454545,550,-0.00339572192513371
9,Colombia,Arauca,2020-09-30,1725,50,1534,1035,33,861,0.863768115942029,0.03691275167785235,0.9630872483221476,894,-0.011458206223306844
10,Colombia,Arauca,2020-10-31,3347,94,2936,1763,44,1402,0.8201928530913216,0.030428769017980636,0.9695712309820194,1446,0.006483982659871712
11,Colombia,Arauca,2020-11-27,4056,117,3751,1026,23,815,0.8167641325536062,0.027446300715990454,0.9725536992840096,838,0.0029824683019902265
5,Colombia,Atlantico,2020-05-31,2668,82,358,2668,82,358,0.16491754122938532,0.18636363636363637,0.8136363636363636,440,
6,Colombia,Atlantico,2020-06-30,22777,1162,7190,22337,1080,6832,0.3542105027532793,0.1365015166835187,0.8634984833164813,7912,0.04986211968011767
7,Colombia,Atlantico,2020-07-31,52313,2526,37728,43961,1364,30538,0.7256886786014877,0.042755940066453516,0.9572440599335464,31902,0.09374557661706517
8,Colombia,Atlantico,2020-08-31,64128,2900,57951,23874,374,20223,0.862737706291363,0.018157984172452298,0.9818420158275477,20597,0.024597955894001267
9,Colombia,Atlantico,2020-09-30,67551,3072,63682,6700,172,5731,0.881044776119403,0.029137726579705234,0.9708622734202947,5903,-0.010979742407252968
10,Colombia,Atlantico,2020-10-31,71870,3131,67249,5116,59,3567,0.7087568412822518,0.01627137341423056,0.9837286265857694,3626,0.012866353165474687
11,Colombia,Atlantico,2020-11-27,77224,3198,72532,6844,67,5283,0.7817066043249562,0.012523364485981308,0.9874766355140187,5350,0.0037480089282492246
5,Colombia,Bolivar,2020-05-31,3042,143,478,3042,143,478,0.20414201183431951,0.23027375201288244,0.7697262479871175,621,
6,Colombia,Bolivar,2020-06-30,8949,365,4396,8328,222,3918,0.49711815561959655,0.0536231884057971,0.946376811594203,4140,0.17665056360708542
7,Colombia,Bolivar,2020-07-31,18240,590,13343,13479,225,8947,0.6804659099339714,0.024531181857828172,0.9754688181421718,9172,0.02909200654796884
8,Colombia,Bolivar,2020-08-31,25267,702,22292,11334,112,8949,0.7994529733545086,0.01236066659309127,0.9876393334069087,9061,0.012170515264736892
9,Colombia,Bolivar,2020-09-30,28875,777,27575,5881,75,5283,0.911069545995579,0.013997760358342666,0.9860022396416573,5358,-0.0016370937652513406
10,Colombia,Bolivar,2020-10-31,33019,846,31211,4667,69,3636,0.7938718662952646,0.01862348178137652,0.9813765182186235,3705,-0.004625721423033857
11,Colombia,Bolivar,2020-11-27,37332,903,35181,5275,57,3970,0.7634123222748815,0.014154457412465855,0.9858455425875341,4027,0.004469024368910612
5,Colombia,Boyaca,2020-05-31,190,10,71,190,10,71,0.4263157894736842,0.12345679012345678,0.8765432098765432,81,
6,Colombia,Boyaca,2020-06-30,359,16,216,278,6,145,0.5431654676258992,0.039735099337748346,0.9602649006622517,151,0.08372169078570846
7,Colombia,Boyaca,2020-07-31,1030,28,496,798,12,280,0.3659147869674185,0.0410958904109589,0.958904109589041,292,-0.001360791073210632
8,Colombia,Boyaca,2020-08-31,3824,78,2326,3300,50,1830,0.5696969696969697,0.026595744680851064,0.973404255319149,1880,0.014500145730107938
9,Colombia,Boyaca,2020-09-30,7351,150,6165,4947,72,3839,0.7905801495856074,0.018409613909486065,0.981590386090514,3911,0.008186130771364986
10,Colombia,Boyaca,2020-10-31,14440,300,11941,8125,150,5776,0.7293538461538461,0.02531218359770503,0.974687816402295,5926,-0.006902569688219007
11,Colombia,Boyaca,2020-11-27,21142,448,19071,8901,148,7130,0.8176609369733738,0.020335256938719428,0.9796647430612806,7278,0.0049769266589856365
5,Colombia,Caldas,2020-05-31,135,6,88,135,6,88,0.6962962962962963,0.06382978723404255,0.9361702127659575,94,
6,Colombia,Caldas,2020-06-30,258,8,173,164,2,85,0.5304878048780488,0.022988505747126436,0.9770114942528736,87,0.040841281486916126
7,Colombia,Caldas,2020-07-31,957,11,303,776,3,130,0.1713917525773196,0.022556390977443608,0.9774436090225563,133,0.0004321147696827454
8,Colombia,Caldas,2020-08-31,2964,56,1705,2650,45,1402,0.5460377358490566,0.031098825155494125,0.9689011748445059,1447,-0.008542434178050451
9,Colombia,Caldas,2020-09-30,5947,131,4984,4186,75,3279,0.8012422360248447,0.022361359570661897,0.9776386404293381,3354,0.008737465584832238
10,Colombia,Caldas,2020-10-31,13817,278,10870,8702,147,5886,0.6932888991036543,0.024365987071108902,0.9756340129288911,6033,-0.0020046275004470537
11,Colombia,Caldas,2020-11-27,24033,464,21263,12885,186,10393,0.8210322079937913,0.017582002079591645,0.9824179979204084,10579,0.006783984991517333
5,Colombia,Capital District,2020-05-31,9637,261,2986,9637,261,2986,0.33693058005603405,0.0803818909762858,0.9196181090237142,3247,
6,Colombia,Capital District,2020-06-30,29320,691,12255,26073,430,9269,0.37199401679898747,0.04433446747087329,0.9556655325291267,9699,0.03604742350541246
7,Colombia,Capital District,2020-07-31,101955,2748,46107,89009,2057,33852,0.4034311137076026,0.057283689325795764,0.9427163106742042,35909,-0.012949221854922421
8,Colombia,Capital District,2020-08-31,211300,5437,151131,162445,2689,105024,0.6630736556988519,0.024964488966048665,0.9750355110339514,107713,0.03231920035974711
9,Colombia,Capital District,2020-09-30,269201,6783,236897,112633,1346,85766,0.7734145410314917,0.015451372945174029,0.9845486270548259,87112,0.009513116020874568
10,Colombia,Capital District,2020-10-31,321596,7650,291598,77916,867,54701,0.7131782945736435,0.015602505038871292,0.9843974949611287,55568,-0.00015113209369721492
11,Colombia,Capital District,2020-11-27,369722,8449,342957,70474,799,51359,0.7401027329227801,0.01531883891253499,0.9846811610874651,52158,0.000283666126336346
5,Colombia,Caqueta,2020-05-31,24,1,7,24,1,7,0.3333333333333333,0.125,0.875,8,
6,Colombia,Caqueta,2020-06-30,35,2,22,27,1,15,0.5925925925925926,0.0625,0.9375,16,0.0625
7,Colombia,Caqueta,2020-07-31,934,21,200,910,19,178,0.2164835164835165,0.09644670050761421,0.9035532994923858,197,-0.03394670050761417
8,Colombia,Caqueta,2020-08-31,6067,197,4122,5846,176,3922,0.7009921313718782,0.042947779404587605,0.9570522205954124,4098,0.053498921103026564
9,Colombia,Caqueta,2020-09-30,8488,304,7605,4169,107,3483,0.8611177740465339,0.0298050139275766,0.9701949860724234,3590,0.013142765477010987
10,Colombia,Caqueta,2020-10-31,11331,396,10032,3422,92,2427,0.7361192285213326,0.03652242953552997,0.96347757046447,2519,-0.006717415607953359
11,Colombia,Caqueta,2020-11-27,13158,466,11934,2730,70,1902,0.7223443223443223,0.035496957403651115,0.9645030425963489,1972,0.0010254721318788684
5,Colombia,Casanare,2020-05-31,34,0,23,34,0,23,0.6764705882352942,0.0,1.0,23,
6,Colombia,Casanare,2020-06-30,66,0,45,43,0,22,0.5116279069767442,0.0,1.0,22,0.0
7,Colombia,Casanare,2020-07-31,306,4,121,261,4,76,0.3065134099616858,0.05,0.95,80,-0.050000000000000044
8,Colombia,Casanare,2020-08-31,1060,24,705,935,20,584,0.6459893048128342,0.033112582781456956,0.9668874172185431,604,0.016887417218543144
9,Colombia,Casanare,2020-09-30,2438,48,1859,1709,24,1154,0.6892919836161499,0.02037351443123939,0.9796264855687606,1178,0.012739068350217542
10,Colombia,Casanare,2020-10-31,5069,94,4279,3162,46,2420,0.7798861480075902,0.0186536901865369,0.981346309813463,2466,0.001719824244702406
11,Colombia,Casanare,2020-11-27,6598,146,6091,2225,52,1812,0.837752808988764,0.027896995708154508,0.9721030042918455,1864,-0.009243305521617562
5,Colombia,Cauca,2020-05-31,95,4,44,95,4,44,0.5052631578947369,0.08333333333333333,0.9166666666666666,48,
6,Colombia,Cauca,2020-06-30,359,15,147,311,11,103,0.3665594855305466,0.09649122807017543,0.9035087719298246,114,-0.013157894736842035
7,Colombia,Cauca,2020-07-31,1896,63,809,1734,48,662,0.40945790080738176,0.0676056338028169,0.9323943661971831,710,0.028885594267358483
8,Colombia,Cauca,2020-08-31,5285,158,3382,4413,95,2573,0.6045773849988669,0.0356071964017991,0.9643928035982009,2668,0.03199843740101782
9,Colombia,Cauca,2020-09-30,9492,263,8189,5952,105,4807,0.8252688172043011,0.021376221498371335,0.9786237785016286,4912,0.014230974903427729
10,Colombia,Cauca,2020-10-31,13261,373,11600,4809,110,3411,0.7321688500727802,0.031241124680488497,0.9687588753195115,3521,-0.00986490318211708
11,Colombia,Cauca,2020-11-27,15585,435,14137,3612,62,2537,0.719545957918051,0.0238553289726818,0.9761446710273182,2599,0.007385795707806619
5,Colombia,Cesar,2020-05-31,208,12,59,208,12,59,0.34134615384615385,0.16901408450704225,0.8309859154929577,71,
6,Colombia,Cesar,2020-06-30,994,23,410,923,11,351,0.39219934994582883,0.03038674033149171,0.9696132596685083,362,0.13862734417555056
7,Colombia,Cesar,2020-07-31,3116,64,1565,2683,41,1155,0.44576966082743197,0.034280936454849496,0.9657190635451505,1196,-0.0038941961233578404
8,Colombia,Cesar,2020-08-31,10815,296,6242,9186,232,4677,0.5344001741780972,0.0472601344469342,0.9527398655530658,4909,-0.01297919799208469
9,Colombia,Cesar,2020-09-30,20010,599,17277,13472,303,11035,0.8415973871733967,0.02672428999823602,0.9732757100017639,11338,0.02053584444869816
10,Colombia,Cesar,2020-10-31,25971,813,23177,8095,214,5900,0.7552810376775787,0.03500163559044815,0.9649983644095519,6114,-0.008277345592212049
11,Colombia,Cesar,2020-11-27,29261,894,26618,5271,81,3441,0.668184405236198,0.022998296422487224,0.9770017035775128,3522,0.012003339167960925
5,Colombia,Choco,2020-05-31,219,7,24,219,7,24,0.1415525114155251,0.22580645161290322,0.7741935483870968,31,
6,Colombia,Choco,2020-06-30,1452,45,470,1421,38,446,0.3406052076002815,0.07851239669421488,0.9214876033057852,484,0.1472940549186884
7,Colombia,Choco,2020-07-31,3000,102,2146,2485,57,1676,0.6973843058350101,0.03289094056549336,0.9671090594345066,1733,0.04562145612872148
8,Colombia,Choco,2020-08-31,3722,136,3297,1474,34,1151,0.8039348710990502,0.02869198312236287,0.9713080168776371,1185,0.00419895744313048
9,Colombia,Choco,2020-09-30,3997,156,3767,564,20,470,0.8687943262411347,0.04081632653061224,0.9591836734693877,490,-0.012124343408249416
10,Colombia,Choco,2020-10-31,4192,163,3915,269,7,148,0.5762081784386617,0.04516129032258064,0.9548387096774194,155,-0.004344963791968359
11,Colombia,Choco,2020-11-27,4486,166,4207,408,3,292,0.7230392156862745,0.010169491525423728,0.9898305084745763,295,0.03499179879715697
5,Colombia,Cordoba,2020-05-31,121,6,27,121,6,27,0.2727272727272727,0.18181818181818182,0.8181818181818182,33,
6,Colombia,Cordoba,2020-06-30,744,46,212,711,40,185,0.31645569620253167,0.17777777777777778,0.8222222222222222,225,0.004040404040403955
7,Colombia,Cordoba,2020-07-31,5538,660,1836,5280,614,1624,0.4238636363636364,0.2743521000893655,0.7256478999106345,2238,-0.09657432231158769
8,Colombia,Cordoba,2020-08-31,19738,1303,14991,17242,643,13155,0.8002551908131307,0.046600956660385565,0.9533990433396144,13798,0.22775114342897995
9,Colombia,Cordoba,2020-09-30,23953,1538,21397,7659,235,6406,0.8670844757801279,0.035386237012498115,0.9646137629875019,6641,0.01121471964788745
10,Colombia,Cordoba,2020-10-31,26319,1613,23567,3384,75,2170,0.6634160756501182,0.0334075723830735,0.9665924276169265,2245,0.0019786646294246424
11,Colombia,Cordoba,2020-11-27,28086,1649,25443,2906,36,1876,0.6579490708878183,0.01882845188284519,0.9811715481171548,1912,0.014579120500228249
5,Colombia,Cundinamarca,2020-05-31,852,16,248,852,16,248,0.30985915492957744,0.06060606060606061,0.9393939393939394,264,
6,Colombia,Cundinamarca,2020-06-30,2687,61,1399,2423,45,1151,0.4936029715229055,0.03762541806020067,0.9623745819397993,1196,0.022980642545859853
7,Colombia,Cundinamarca,2020-07-31,8500,210,4423,7040,149,3024,0.45071022727272725,0.04695871415064608,0.9530412858493539,3173,-0.00933329609044542
8,Colombia,Cundinamarca,2020-08-31,23128,659,16499,18495,449,12076,0.6772100567721006,0.03584830339321357,0.9641516966067865,12525,0.011110410757432576
9,Colombia,Cundinamarca,2020-09-30,33478,997,30436,16320,338,13937,0.8746936274509803,0.023677758318739053,0.9763222416812609,14275,0.01217054507447446
10,Colombia,Cundinamarca,2020-10-31,42455,1210,38697,11022,213,8261,0.7688259843948466,0.02513570922822752,0.9748642907717725,8474,-0.0014579509094884147
11,Colombia,Cundinamarca,2020-11-27,51263,1396,47231,11356,186,8534,0.7678760126805213,0.0213302752293578,0.9786697247706422,8720,0.0038054339988696784
5,Colombia,Guainia,2020-05-31,6,0,0,6,0,0,0.0,,,0,
6,Colombia,Guainia,2020-06-30,15,1,2,15,1,2,0.2,0.3333333333333333,0.6666666666666666,3,
7,Colombia,Guainia,2020-07-31,14,1,13,11,0,11,1.0,0.0,1.0,11,0.33333333333333337
8,Colombia,Guainia,2020-08-31,140,2,17,126,1,4,0.03968253968253968,0.2,0.8,5,-0.19999999999999996
9,Colombia,Guainia,2020-09-30,874,13,792,855,11,775,0.9192982456140351,0.013994910941475827,0.9860050890585241,786,0.1860050890585241
10,Colombia,Guainia,2020-10-31,1132,18,1098,327,5,306,0.9510703363914373,0.01607717041800643,0.9839228295819936,311,-0.0020822594765305125
11,Colombia,Guainia,2020-11-27,1200,19,1163,84,1,65,0.7857142857142857,0.015151515151515152,0.9848484848484849,66,0.0009256552664912432
6,Colombia,Guaviare,2020-06-30,37,0,6,37,0,6,0.16216216216216217,0.0,1.0,6,
7,Colombia,Guaviare,2020-07-31,99,0,48,93,0,42,0.45161290322580644,0.0,1.0,42,0.0
8,Colombia,Guaviare,2020-08-31,273,1,220,225,1,172,0.7688888888888888,0.005780346820809248,0.9942196531791907,173,-0.005780346820809301
9,Colombia,Guaviare,2020-09-30,805,17,688,584,16,468,0.8287671232876712,0.03305785123966942,0.9669421487603306,484,-0.02727750441886012
10,Colombia,Guaviare,2020-10-31,1461,23,1325,756,6,637,0.8505291005291006,0.00933125972006221,0.9906687402799378,643,0.02372659151960721
11,Colombia,Guaviare,2020-11-27,1819,29,1751,471,6,426,0.9171974522292994,0.013888888888888888,0.9861111111111112,432,-0.004557629168826627
5,Colombia,Huila,2020-05-31,247,13,161,247,13,161,0.7044534412955465,0.07471264367816093,0.9252873563218391,174,
6,Colombia,Huila,2020-06-30,332,14,246,158,1,85,0.5443037974683544,0.011627906976744186,0.9883720930232558,86,0.06308473670141668
7,Colombia,Huila,2020-07-31,908,26,426,648,12,180,0.2962962962962963,0.0625,0.9375,192,-0.05087209302325579
8,Colombia,Huila,2020-08-31,5167,137,2980,4715,111,2554,0.5652173913043478,0.04165103189493433,0.9583489681050656,2665,0.020848968105065646
9,Colombia,Huila,2020-09-30,11738,370,10149,8621,233,7169,0.858601090360747,0.03147797892461497,0.968522021075385,7402,0.01017305297031934
10,Colombia,Huila,2020-10-31,22648,650,19664,12129,280,9515,0.8075686371506308,0.02858601327207759,0.9714139867279225,9795,0.002891965652537465
11,Colombia,Huila,2020-11-27,29357,937,27719,9043,287,8055,0.9224814773858233,0.034404219611603934,0.9655957803883961,8342,-0.005818206339526344
